hgnc_id,symbol,ensembl_gene_id,class,name,uniprot_ids,entrez_id,kinase_com_name
HGNC:4543,GRK4,ENSG00000125388,Light,G protein-coupled receptor kinase 4,P32298,2868,GPRK4
HGNC:4544,GRK5,ENSG00000198873,Light,G protein-coupled receptor kinase 5,P34947,2869,GPRK5
HGNC:4545,GRK6,ENSG00000198055,Light,G protein-coupled receptor kinase 6,P43250,2870,GPRK6
HGNC:17031,GRK7,ENSG00000114124,Light,G protein-coupled receptor kinase 7,Q8WTQ7,131890,GPRK7
HGNC:4616,GSK3A,ENSG00000105723,Light,glycogen synthase kinase 3 alpha,P49840,2931,GSK3A
HGNC:4617,GSK3B,ENSG00000082701,Light,glycogen synthase kinase 3 beta,P49841,2932,GSK3B
HGNC:4652,GTF2F1,ENSG00000125651,Light,general transcription factor IIF subunit 1,P35269,2962,NA
HGNC:4688,GUCY2C,ENSG00000070019,Light,guanylate cyclase 2C,P25092,2984,HSER
HGNC:4689,GUCY2D,ENSG00000132518,Light,"guanylate cyclase 2D, retinal",Q02846,3000,CYGD
HGNC:4691,GUCY2F,ENSG00000101890,Light,"guanylate cyclase 2F, retinal",P51841,2986,CYGF
HGNC:19682,HASPIN,ENSG00000177602,Light,histone H3 associated protein kinase,Q8TF76,83903,Haspin
HGNC:4840,HCK,ENSG00000101336,Light,"HCK proto-oncogene, Src family tyrosine kinase",P08631,3055,HCK
HGNC:19006,HIPK1,ENSG00000163349,Dark,homeodomain interacting protein kinase 1,Q86Z02,204851,HIPK1
HGNC:14402,HIPK2,ENSG00000064393,Light,homeodomain interacting protein kinase 2,Q9H2X6,28996,HIPK2
HGNC:4915,HIPK3,ENSG00000110422,Dark,homeodomain interacting protein kinase 3,Q9H422,10114,HIPK3
HGNC:19007,HIPK4,ENSG00000160396,Dark,homeodomain interacting protein kinase 4,Q8NE63,147746,HIPK4
HGNC:4922,HK1,ENSG00000156515,Light,hexokinase 1,P19367,3098,NA
HGNC:4923,HK2,ENSG00000159399,Light,hexokinase 2,P52789,3099,NA
HGNC:4925,HK3,ENSG00000160883,Light,hexokinase 3,P52790,3101,NA
HGNC:23302,HKDC1,ENSG00000156510,Light,hexokinase domain containing 1,Q2TB90,80201,NA
HGNC:30171,HSPB8,ENSG00000152137,Light,heat shock protein family B (small) member 8,Q9UJY1,26353,H11
HGNC:13326,HUNK,ENSG00000142149,Light,hormonally up-regulated Neu-associated kinase,P57058,30811,HUNK
HGNC:21219,ICK,ENSG00000112144,Dark,intestinal cell kinase,Q9UPZ9,22858,ICK
HGNC:5465,IGF1R,ENSG00000140443,Light,insulin like growth factor 1 receptor,P08069,3480,IGF1R
HGNC:5960,IKBKB,ENSG00000104365,Light,inhibitor of nuclear factor kappa B kinase subunit beta,O14920,3551,IKKb
HGNC:14552,IKBKE,ENSG00000263528,Light,inhibitor of nuclear factor kappa B kinase subunit epsilon,Q14164,9641,IKKe
HGNC:6040,ILK,ENSG00000166333,Light,integrin linked kinase,Q13418,3611,ILK
HGNC:6091,INSR,ENSG00000171105,Light,insulin receptor,P06213,3643,INSR
HGNC:6093,INSRR,ENSG00000027644,Light,insulin receptor related receptor,P14616,3645,IRR
HGNC:6112,IRAK1,ENSG00000184216,Light,interleukin 1 receptor associated kinase 1,P51617,3654,IRAK1
HGNC:6113,IRAK2,ENSG00000134070,Light,interleukin 1 receptor associated kinase 2,O43187,3656,IRAK2
HGNC:17020,IRAK3,ENSG00000090376,Light,interleukin 1 receptor associated kinase 3,Q9Y616,11213,IRAK3
HGNC:17967,IRAK4,ENSG00000198001,Light,interleukin 1 receptor associated kinase 4,Q9NWZ3,51135,IRAK4
HGNC:6171,ITK,ENSG00000113263,Light,IL2 inducible T cell kinase,Q08881,3702,ITK
HGNC:6190,JAK1,ENSG00000162434,Light,Janus kinase 1,P23458,3716,JAK1
HGNC:6192,JAK2,ENSG00000096968,Light,Janus kinase 2,O60674,3717,JAK2
HGNC:6193,JAK3,ENSG00000105639,Light,Janus kinase 3,P52333,3718,JAK3
HGNC:4814,KALRN,ENSG00000160145,Light,kalirin RhoGEF kinase,O60229,8997,Trad
HGNC:6307,KDR,ENSG00000128052,Light,kinase insert domain receptor,P35968,3791,KDR
HGNC:6342,KIT,ENSG00000157404,Light,KIT proto-oncogene receptor tyrosine kinase,P10721,3815,KIT
HGNC:6465,KSR1,ENSG00000141068,Light,kinase suppressor of ras 1,Q8IVT5,8844,KSR1
HGNC:18610,KSR2,ENSG00000171435,Light,kinase suppressor of ras 2,Q6VAB6,283455,KSR2
HGNC:6514,LATS1,ENSG00000131023,Light,large tumor suppressor kinase 1,O95835,9113,LATS1
HGNC:6515,LATS2,ENSG00000150457,Light,large tumor suppressor kinase 2,Q9NRM7,26524,LATS2
HGNC:6524,LCK,ENSG00000182866,Light,"LCK proto-oncogene, Src family tyrosine kinase",P06239,3932,LCK
HGNC:6613,LIMK1,ENSG00000106683,Light,LIM domain kinase 1,P53667,3984,LIMK1
HGNC:6614,LIMK2,ENSG00000182541,Light,LIM domain kinase 2,P53671,3985,LIMK2
HGNC:17880,LMTK2,ENSG00000164715,Dark,lemur tyrosine kinase 2,Q8IWU2,22853,LMR2
HGNC:19295,LMTK3,ENSG00000142235,Dark,lemur tyrosine kinase 3,Q96Q04,114783,LMR3
HGNC:18608,LRRK1,ENSG00000154237,Dark,leucine rich repeat kinase 1,Q38SD2,79705,LRRK1
HGNC:18618,LRRK2,ENSG00000188906,Light,leucine rich repeat kinase 2,Q5S007,120892,LRRK2
HGNC:6721,LTK,ENSG00000062524,Dark,leukocyte receptor tyrosine kinase,P29376,4058,LTK
HGNC:6735,LYN,ENSG00000254087,Light,"LYN proto-oncogene, Src family tyrosine kinase",P07948,4067,LYN
HGNC:6816,MAK,ENSG00000111837,Light,male germ cell associated kinase,P20794,4117,MAK
HGNC:6840,MAP2K1,ENSG00000169032,Light,mitogen-activated protein kinase kinase 1,Q02750,5604,MAP2K1
HGNC:6842,MAP2K2,ENSG00000126934,Light,mitogen-activated protein kinase kinase 2,P36507,5605,MAP2K2
HGNC:6843,MAP2K3,ENSG00000034152,Light,mitogen-activated protein kinase kinase 3,P46734,5606,MAP2K3
HGNC:6844,MAP2K4,ENSG00000065559,Light,mitogen-activated protein kinase kinase 4,P45985,6416,MAP2K4
HGNC:6845,MAP2K5,ENSG00000137764,Light,mitogen-activated protein kinase kinase 5,Q13163,5607,MAP2K5
HGNC:6846,MAP2K6,ENSG00000108984,Light,mitogen-activated protein kinase kinase 6,P52564,5608,MAP2K6
HGNC:6847,MAP2K7,ENSG00000076984,Light,mitogen-activated protein kinase kinase 7,O14733,5609,MAP2K7
HGNC:6848,MAP3K1,ENSG00000095015,Light,mitogen-activated protein kinase kinase kinase 1,Q13233,4214,MAP3K1
HGNC:6854,MAP3K2,ENSG00000169967,Light,mitogen-activated protein kinase kinase kinase 2,Q9Y2U5,10746,MAP3K2
HGNC:6855,MAP3K3,ENSG00000198909,Light,mitogen-activated protein kinase kinase kinase 3,Q99759,4215,MAP3K3
HGNC:6856,MAP3K4,ENSG00000085511,Light,mitogen-activated protein kinase kinase kinase 4,Q9Y6R4,4216,MAP3K4
HGNC:6857,MAP3K5,ENSG00000197442,Light,mitogen-activated protein kinase kinase kinase 5,Q99683,4217,MAP3K5
HGNC:6858,MAP3K6,ENSG00000142733,Light,mitogen-activated protein kinase kinase kinase 6,O95382,9064,MAP3K6
HGNC:6859,MAP3K7,ENSG00000135341,Light,mitogen-activated protein kinase kinase kinase 7,O43318,6885,TAK1
HGNC:6860,MAP3K8,ENSG00000107968,Light,mitogen-activated protein kinase kinase kinase 8,P41279,1326,COT
HGNC:6861,MAP3K9,ENSG00000006432,Light,mitogen-activated protein kinase kinase kinase 9,P80192,4293,MLK1
HGNC:6849,MAP3K10,ENSG00000130758,Dark,mitogen-activated protein kinase kinase kinase 10,Q02779,4294,MLK2
HGNC:6850,MAP3K11,ENSG00000173327,Light,mitogen-activated protein kinase kinase kinase 11,Q16584,4296,MLK3
HGNC:6851,MAP3K12,ENSG00000139625,Light,mitogen-activated protein kinase kinase kinase 12,Q12852,7786,DLK
HGNC:6852,MAP3K13,ENSG00000073803,Light,mitogen-activated protein kinase kinase kinase 13,O43283,9175,LZK
HGNC:6853,MAP3K14,ENSG00000006062,Dark,mitogen-activated protein kinase kinase kinase 14,Q99558,9020,NIK
HGNC:31689,MAP3K15,ENSG00000180815,Dark,mitogen-activated protein kinase kinase kinase 15,Q6ZN16,389840,MAP3K7
HGNC:26249,MAP3K19,ENSG00000176601,Light,mitogen-activated protein kinase kinase kinase 19,Q56UN5,80122,MAP3K8
HGNC:17797,MAP3K20,ENSG00000091436,Light,mitogen-activated protein kinase kinase kinase 20,Q9NYL2,51776,ZAK
HGNC:29798,MAP3K21,ENSG00000143674,Dark,mitogen-activated protein kinase kinase kinase 21,Q5TCX8,84451,MLK4
HGNC:6863,MAP4K1,ENSG00000104814,Light,mitogen-activated protein kinase kinase kinase kinase 1,Q92918,11184,HPK1
HGNC:6864,MAP4K2,ENSG00000168067,Light,mitogen-activated protein kinase kinase kinase kinase 2,Q12851,5871,GCK
HGNC:6865,MAP4K3,ENSG00000011566,Light,mitogen-activated protein kinase kinase kinase kinase 3,Q8IVH8,8491,KHS2
HGNC:6866,MAP4K4,ENSG00000071054,Light,mitogen-activated protein kinase kinase kinase kinase 4,O95819,9448,HGK
HGNC:6867,MAP4K5,ENSG00000012983,Light,mitogen-activated protein kinase kinase kinase kinase 5,Q9Y4K4,11183,KHS1
HGNC:6871,MAPK1,ENSG00000100030,Light,mitogen-activated protein kinase 1,P28482,5594,Erk2
HGNC:6877,MAPK3,ENSG00000102882,Light,mitogen-activated protein kinase 3,P27361,5595,Erk1
HGNC:6878,MAPK4,ENSG00000141639,Dark,mitogen-activated protein kinase 4,P31152,5596,Erk4
HGNC:6879,MAPK6,ENSG00000069956,Light,mitogen-activated protein kinase 6,Q16659,5597,Erk3
HGNC:6880,MAPK7,ENSG00000166484,Light,mitogen-activated protein kinase 7,Q13164,5598,Erk5
HGNC:6881,MAPK8,ENSG00000107643,Light,mitogen-activated protein kinase 8,P45983,5599,JNK1
HGNC:6886,MAPK9,ENSG00000050748,Light,mitogen-activated protein kinase 9,P45984,5601,JNK2
HGNC:6872,MAPK10,ENSG00000109339,Light,mitogen-activated protein kinase 10,P53779,5602,JNK3
HGNC:6873,MAPK11,ENSG00000185386,Light,mitogen-activated protein kinase 11,Q15759,5600,p38b
HGNC:6874,MAPK12,ENSG00000188130,Light,mitogen-activated protein kinase 12,P53778,6300,p38g
HGNC:6875,MAPK13,ENSG00000156711,Light,mitogen-activated protein kinase 13,O15264,5603,p38d
HGNC:6876,MAPK14,ENSG00000112062,Light,mitogen-activated protein kinase 14,Q16539,1432,p38a
HGNC:24667,MAPK15,ENSG00000181085,Dark,mitogen-activated protein kinase 15,Q8TD08,225689,Erk7
HGNC:6887,MAPKAPK2,ENSG00000162889,Light,mitogen-activated protein kinase-activated protein kinase 2,P49137,9261,MAPKAPK2
HGNC:6888,MAPKAPK3,ENSG00000114738,Light,mitogen-activated protein kinase-activated protein kinase 3,Q16644,7867,MAPKAPK3
HGNC:6889,MAPKAPK5,ENSG00000089022,Light,mitogen-activated protein kinase-activated protein kinase 5,Q8IW41,8550,MAPKAPK5
HGNC:6896,MARK1,ENSG00000116141,Dark,microtubule affinity regulating kinase 1,Q9P0L2,4139,MARK1
HGNC:3332,MARK2,ENSG00000072518,Light,microtubule affinity regulating kinase 2,Q7KZI7,2011,MARK2
HGNC:6897,MARK3,ENSG00000075413,Dark,microtubule affinity regulating kinase 3,P27448,4140,MARK3
HGNC:13538,MARK4,ENSG00000007047,Dark,microtubule affinity regulating kinase 4,Q96L34,57787,MARK4
HGNC:19034,MAST1,ENSG00000105613,Light,microtubule associated serine/threonine kinase 1,Q9Y2H9,22983,MAST1
HGNC:19035,MAST2,ENSG00000086015,Dark,microtubule associated serine/threonine kinase 2,Q6P0Q8,23139,MAST2
HGNC:19036,MAST3,ENSG00000099308,Dark,microtubule associated serine/threonine kinase 3,O60307,23031,MAST3
HGNC:19037,MAST4,ENSG00000069020,Dark,microtubule associated serine/threonine kinase family member 4,O15021,375449,MAST4
HGNC:19042,MASTL,ENSG00000120539,Light,microtubule associated serine/threonine kinase like,Q96GX5,84930,MASTL
HGNC:6906,MATK,ENSG00000007264,Light,megakaryocyte-associated tyrosine kinase,P42679,4145,CTK
HGNC:16870,MELK,ENSG00000165304,Light,maternal embryonic leucine zipper kinase,Q14680,9833,MELK
HGNC:7027,MERTK,ENSG00000153208,Light,"MER proto-oncogene, tyrosine kinase",Q12866,10461,MER
HGNC:7029,MET,ENSG00000105976,Light,"MET proto-oncogene, receptor tyrosine kinase",P08581,4233,MET
HGNC:17565,MINK1,ENSG00000141503,Light,misshapen like kinase 1,Q8N4C8,50488,MINK
HGNC:7110,MKNK1,ENSG00000079277,Dark,MAP kinase interacting serine/threonine kinase 1,Q9BUB5,8569,MNK1
HGNC:7111,MKNK2,ENSG00000099875,Dark,MAP kinase interacting serine/threonine kinase 2,Q9HBH9,2872,MNK2
HGNC:26617,MLKL,ENSG00000168404,Light,mixed lineage kinase domain like pseudokinase,Q8NB16,197259,MLKL
HGNC:9833,MOK,ENSG00000080823,Light,MOK protein kinase,Q9UQ07,5891,MOK
HGNC:7199,MOS,ENSG00000172680,Light,"MOS proto-oncogene, serine/threonine kinase",P00540,4342,MOS
HGNC:7381,MST1R,ENSG00000164078,Light,macrophage stimulating 1 receptor,Q04912,4486,RON
HGNC:3942,MTOR,ENSG00000198793,Light,mechanistic target of rapamycin kinase,P42345,2475,FRAP
HGNC:7525,MUSK,ENSG00000030304,Light,muscle associated receptor tyrosine kinase,O15146,4593,MUSK
HGNC:7590,MYLK,ENSG00000065534,Light,myosin light chain kinase,Q15746,4638,smMLCK
HGNC:16243,MYLK2,ENSG00000101306,Light,myosin light chain kinase 2,Q9H1R3,85366,skMLCK
HGNC:29826,MYLK3,ENSG00000140795,Light,myosin light chain kinase 3,Q32MK0,91807,caMLCK
HGNC:27972,MYLK4,ENSG00000145949,Light,myosin light chain kinase family member 4,Q86YV6,340156,SgK085
HGNC:7601,MYO3A,ENSG00000095777,Light,myosin IIIA,Q8NEV4,53904,MYO3A
HGNC:15576,MYO3B,ENSG00000071909,Light,myosin IIIB,Q8WXR4,140469,MYO3B
HGNC:7744,NEK1,ENSG00000137601,Dark,NIMA related kinase 1,Q96PY6,4750,NEK1
HGNC:7745,NEK2,ENSG00000117650,Light,NIMA related kinase 2,P51955,4751,NEK2
HGNC:7746,NEK3,ENSG00000136098,Dark,NIMA related kinase 3,P51956,4752,NEK3
HGNC:11399,NEK4,ENSG00000114904,Dark,NIMA related kinase 4,P51957,6787,NEK4
HGNC:7748,NEK5,ENSG00000197168,Dark,NIMA related kinase 5,Q6P3R8,341676,NEK5
HGNC:7749,NEK6,ENSG00000119408,Dark,NIMA related kinase 6,Q9HC98,10783,NEK6
HGNC:13386,NEK7,ENSG00000151414,Dark,NIMA related kinase 7,Q8TDX7,140609,NEK7
HGNC:13387,NEK8,ENSG00000160602,Dark,NIMA related kinase 8,Q86SG6,284086,NEK8
HGNC:18591,NEK9,ENSG00000119638,Dark,NIMA related kinase 9,Q8TD19,91754,NEK9
HGNC:18592,NEK10,ENSG00000163491,Dark,NIMA related kinase 10,Q6ZWH5,152110,NEK10
HGNC:18593,NEK11,ENSG00000114670,Dark,NIMA related kinase 11,Q8NG66,79858,NEK11
HGNC:28646,NIM1K,ENSG00000177453,Dark,NIM1 serine/threonine protein kinase,Q8IY84,167359,NIM1
HGNC:29858,NLK,ENSG00000087095,Light,nemo like kinase,Q9UBE8,51701,NLK
HGNC:7943,NPR1,ENSG00000169418,Light,natriuretic peptide receptor 1,P16066,4881,ANPa
HGNC:7944,NPR2,ENSG00000159899,Light,natriuretic peptide receptor 2,P20594,4882,ANPb
HGNC:7993,NRBP1,ENSG00000115216,Light,nuclear receptor binding protein 1,Q9UHY1,29959,NRBP1
HGNC:19339,NRBP2,ENSG00000185189,Dark,nuclear receptor binding protein 2,Q9NSY0,340371,NRBP2
HGNC:25391,NRK,ENSG00000123572,Dark,Nik related kinase,Q7Z2Y5,203447,NRK
HGNC:8031,NTRK1,ENSG00000198400,Light,neurotrophic receptor tyrosine kinase 1,P04629,4914,TRKA
HGNC:8032,NTRK2,ENSG00000148053,Light,neurotrophic receptor tyrosine kinase 2,Q16620,4915,TRKB
HGNC:8033,NTRK3,ENSG00000140538,Light,neurotrophic receptor tyrosine kinase 3,Q16288,4916,TRKC
HGNC:14311,NUAK1,ENSG00000074590,Light,NUAK family kinase 1,O60285,9891,NuaK1
HGNC:29558,NUAK2,ENSG00000163545,Dark,NUAK family kinase 2,Q9H093,81788,NuaK2
HGNC:15719,OBSCN,ENSG00000154358,Dark,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF",Q5VST9,84033,Obscn
HGNC:8508,OXSR1,ENSG00000172939,Light,oxidative stress responsive 1,O95747,9943,OSR1
HGNC:8590,PAK1,ENSG00000149269,Light,p21 (RAC1) activated kinase 1,Q13153,5058,PAK1
HGNC:8591,PAK2,ENSG00000180370,Light,p21 (RAC1) activated kinase 2,Q13177,5062,PAK2
HGNC:8592,PAK3,ENSG00000077264,Dark,p21 (RAC1) activated kinase 3,O75914,5063,PAK3
HGNC:16059,PAK4,ENSG00000130669,Light,p21 (RAC1) activated kinase 4,O96013,10298,PAK4
HGNC:15916,PAK5,ENSG00000101349,Dark,p21 (RAC1) activated kinase 5,Q9P286,57144,PAK5
HGNC:16061,PAK6,ENSG00000137843,Dark,p21 (RAC1) activated kinase 6,Q9NQU5,56924,PAK6
HGNC:29991,PAN3,ENSG00000152520,Dark,PAN3 poly(A) specific ribonuclease subunit,Q58A45,255967,NA
HGNC:17270,PASK,ENSG00000115687,Light,PAS domain containing serine/threonine kinase,Q96RG2,23178,PASK
HGNC:18282,PBK,ENSG00000168078,Light,PDZ binding kinase,Q96KB5,55872,PBK
HGNC:8803,PDGFRA,ENSG00000134853,Light,platelet derived growth factor receptor alpha,P16234,5156,PDGFRa
HGNC:8804,PDGFRB,ENSG00000113721,Light,platelet derived growth factor receptor beta,P09619,5159,PDGFRb
HGNC:18981,PDIK1L,ENSG00000175087,Dark,PDLIM1 interacting kinase 1 like,Q8N165,149420,CLIK1L
HGNC:8809,PDK1,ENSG00000152256,Light,pyruvate dehydrogenase kinase 1,Q15118,5163,PDHK1
HGNC:8810,PDK2,ENSG00000005882,Light,pyruvate dehydrogenase kinase 2,Q15119,5164,PDHK2
HGNC:8811,PDK3,ENSG00000067992,Light,pyruvate dehydrogenase kinase 3,Q15120,5165,PDHK3
HGNC:8812,PDK4,ENSG00000004799,Light,pyruvate dehydrogenase kinase 4,Q16654,5166,PDHK4
HGNC:8816,PDPK1,ENSG00000140992,Light,3-phosphoinositide dependent protein kinase 1,O15530,5170,PDK1
HGNC:49897,PDPK2P,ENSG00000205918,Light,"3-phosphoinositide dependent protein kinase 2, pseudogene",Q6A1A2,653650,NA
HGNC:29431,PEAK1,ENSG00000173517,Light,pseudopodium enriched atypical kinase 1,Q9H792,79834,SgK269
HGNC:8930,PHKG1,ENSG00000164776,Dark,phosphorylase kinase catalytic subunit gamma 1,Q16816,5260,PHKg1
HGNC:8931,PHKG2,ENSG00000156873,Dark,phosphorylase kinase catalytic subunit gamma 2,P15735,5261,PHKg2
HGNC:30031,PI4K2A,ENSG00000155252,Light,phosphatidylinositol 4-kinase type 2 alpha,Q9BTU6,55361,NA
HGNC:18215,PI4K2B,ENSG00000038210,Light,phosphatidylinositol 4-kinase type 2 beta,Q8TCG2,55300,NA
HGNC:8983,PI4KA,ENSG00000241973,Dark,phosphatidylinositol 4-kinase alpha,P42356,5297,NA
HGNC:33577,PI4KAP2,ENSG00000183506,Light,phosphatidylinositol 4-kinase alpha pseudogene 2,A4QPH2,375133,NA
HGNC:8984,PI4KB,ENSG00000143393,Light,phosphatidylinositol 4-kinase beta,Q9UBF8,5298,NA
HGNC:8971,PIK3C2A,ENSG00000011405,Light,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha,O00443,5286,NA
HGNC:8972,PIK3C2B,ENSG00000133056,Dark,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta,O00750,5287,NA
HGNC:8973,PIK3C2G,ENSG00000139144,Dark,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma,O75747,5288,NA
HGNC:8974,PIK3C3,ENSG00000078142,Light,phosphatidylinositol 3-kinase catalytic subunit type 3,Q8NEB9,5289,NA
HGNC:8975,PIK3CA,ENSG00000121879,Light,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",P42336,5290,NA
