hgnc_id,symbol,ensembl_gene_id,class,name,uniprot_ids,entrez_id,kinase_com_name
HGNC:8976,PIK3CB,ENSG00000051382,Light,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta",P42338,5291,NA
HGNC:8977,PIK3CD,ENSG00000171608,Light,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta",O00329,5293,NA
HGNC:8978,PIK3CG,ENSG00000105851,Light,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma",P48736,5294,NA
HGNC:8982,PIK3R4,ENSG00000196455,Light,phosphoinositide-3-kinase regulatory subunit 4,Q99570,30849,PIK3R4
HGNC:8986,PIM1,ENSG00000137193,Light,"Pim-1 proto-oncogene, serine/threonine kinase",P11309,5292,PIM1
HGNC:8987,PIM2,ENSG00000102096,Light,"Pim-2 proto-oncogene, serine/threonine kinase",Q9P1W9,11040,PIM2
HGNC:19310,PIM3,ENSG00000198355,Light,"Pim-3 proto-oncogene, serine/threonine kinase",Q86V86,415116,PIM3
HGNC:14581,PINK1,ENSG00000158828,Light,PTEN induced putative kinase 1,Q9BXM7,65018,PINK1
HGNC:23786,PIP4K2C,ENSG00000166908,Dark,phosphatidylinositol-5-phosphate 4-kinase type 2 gamma,Q8TBX8,79837,NA
HGNC:8994,PIP5K1A,ENSG00000143398,Dark,phosphatidylinositol-4-phosphate 5-kinase type 1 alpha,Q99755,8394,NA
HGNC:8995,PIP5K1B,ENSG00000107242,Dark,phosphatidylinositol-4-phosphate 5-kinase type 1 beta,O14986,8395,NA
HGNC:8996,PIP5K1C,ENSG00000186111,Dark,phosphatidylinositol-4-phosphate 5-kinase type 1 gamma,O60331,23396,NA
HGNC:25123,PKDCC,ENSG00000162878,Light,"protein kinase domain containing, cytoplasmic",Q504Y2,91461,SgK493
HGNC:29650,PKMYT1,ENSG00000127564,Dark,"protein kinase, membrane associated tyrosine/threonine 1",Q99640,9088,MYT1
HGNC:9405,PKN1,ENSG00000123143,Light,protein kinase N1,Q16512,5585,PKN1
HGNC:9406,PKN2,ENSG00000065243,Light,protein kinase N2,Q16513,5586,PKN2
HGNC:17999,PKN3,ENSG00000160447,Dark,protein kinase N3,Q6P5Z2,29941,PKN3
HGNC:9077,PLK1,ENSG00000166851,Light,polo like kinase 1,P53350,5347,PLK1
HGNC:19699,PLK2,ENSG00000145632,Light,polo like kinase 2,Q9NYY3,10769,PLK2
HGNC:2154,PLK3,ENSG00000173846,Light,polo like kinase 3,Q9H4B4,1263,PLK3
HGNC:11397,PLK4,ENSG00000142731,Light,polo like kinase 4,O00444,10733,PLK4
HGNC:13415,PNCK,ENSG00000130822,Dark,pregnancy up-regulated nonubiquitous CaM kinase,Q6P2M8,139728,CaMK1b
HGNC:26267,POMK,ENSG00000185900,Dark,protein-O-mannose kinase,Q9H5K3,84197,SgK196
HGNC:25438,PRAG1,ENSG00000275342,Dark,"PEAK1 related, kinase-activating pseudokinase 1",Q86YV5,157285,SgK223
HGNC:9376,PRKAA1,ENSG00000132356,Light,protein kinase AMP-activated catalytic subunit alpha 1,Q13131,5562,AMPKa1
HGNC:9377,PRKAA2,ENSG00000162409,Light,protein kinase AMP-activated catalytic subunit alpha 2,P54646,5563,AMPKa2
HGNC:9380,PRKACA,ENSG00000072062,Light,protein kinase cAMP-activated catalytic subunit alpha,P17612,5566,PKACa
HGNC:9381,PRKACB,ENSG00000142875,Dark,protein kinase cAMP-activated catalytic subunit beta,P22694,5567,PKACb
HGNC:9382,PRKACG,ENSG00000165059,Dark,protein kinase cAMP-activated catalytic subunit gamma,P22612,5568,PKACg
HGNC:9393,PRKCA,ENSG00000154229,Light,protein kinase C alpha,P17252,5578,PKCa
HGNC:9395,PRKCB,ENSG00000166501,Light,protein kinase C beta,P05771,5579,PKCb
HGNC:9399,PRKCD,ENSG00000163932,Light,protein kinase C delta,Q05655,5580,PKCd
HGNC:9401,PRKCE,ENSG00000171132,Light,protein kinase C epsilon,Q02156,5581,PKCe
HGNC:9402,PRKCG,ENSG00000126583,Light,protein kinase C gamma,P05129,5582,PKCg
HGNC:9403,PRKCH,ENSG00000027075,Light,protein kinase C eta,P24723,5583,PKCh
HGNC:9404,PRKCI,ENSG00000163558,Light,protein kinase C iota,P41743,5584,PKCi
HGNC:9410,PRKCQ,ENSG00000065675,Dark,protein kinase C theta,Q04759,5588,PKCt
HGNC:9412,PRKCZ,ENSG00000067606,Light,protein kinase C zeta,Q05513,5590,PKCz
HGNC:9407,PRKD1,ENSG00000184304,Light,protein kinase D1,Q15139,5587,PKD1
HGNC:17293,PRKD2,ENSG00000105287,Light,protein kinase D2,Q9BZL6,25865,PKD2
HGNC:9408,PRKD3,ENSG00000115825,Light,protein kinase D3,O94806,23683,PKD3
HGNC:9413,PRKDC,ENSG00000253729,Light,"protein kinase, DNA-activated, catalytic polypeptide",P78527,5591,DNAPK
HGNC:9414,PRKG1,ENSG00000185532,Light,"protein kinase, cGMP-dependent, type I",Q13976,5592,PKG1
HGNC:9416,PRKG2,ENSG00000138669,Light,"protein kinase, cGMP-dependent, type II",Q13237,5593,PKG2
HGNC:9441,PRKX,ENSG00000183943,Light,"protein kinase, X-linked",P51817,5613,PRKX
HGNC:9444,PRKY,ENSG00000099725,Light,"protein kinase, Y-linked, pseudogene",O43930,5616,PRKY
HGNC:17346,PRPF4B,ENSG00000112739,Dark,pre-mRNA processing factor 4B,Q13523,8899,PRP4
HGNC:9529,PSKH1,ENSG00000159792,Dark,protein serine kinase H1,P11801,5681,PSKH1
HGNC:18997,PSKH2,ENSG00000147613,Dark,protein serine kinase H2,Q96QS6,85481,PSKH2
HGNC:9611,PTK2,ENSG00000169398,Light,protein tyrosine kinase 2,Q05397,5747,FAK
HGNC:9612,PTK2B,ENSG00000120899,Light,protein tyrosine kinase 2 beta,Q14289,2185,PYK2
HGNC:9617,PTK6,ENSG00000101213,Light,protein tyrosine kinase 6,Q13882,5753,BRK
HGNC:9618,PTK7,ENSG00000112655,Light,protein tyrosine kinase 7 (inactive),Q13308,5754,CCK4
HGNC:23326,PXK,ENSG00000168297,Dark,PX domain containing serine/threonine kinase like,Q7Z7A4,54899,Slob
HGNC:9829,RAF1,ENSG00000132155,Light,"Raf-1 proto-oncogene, serine/threonine kinase",P04049,5894,RAF1
HGNC:9967,RET,ENSG00000165731,Light,ret proto-oncogene,P07949,5979,RET
HGNC:18656,RIOK1,ENSG00000124784,Dark,RIO kinase 1,Q9BRS2,83732,RIOK1
HGNC:18999,RIOK2,ENSG00000058729,Dark,RIO kinase 2,Q9BVS4,55781,RIOK2
HGNC:11451,RIOK3,ENSG00000101782,Dark,RIO kinase 3,O14730,8780,RIOK3
HGNC:10019,RIPK1,ENSG00000137275,Light,receptor interacting serine/threonine kinase 1,Q13546,8737,RIPK1
HGNC:10020,RIPK2,ENSG00000104312,Light,receptor interacting serine/threonine kinase 2,O43353,8767,RIPK2
HGNC:10021,RIPK3,ENSG00000129465,Light,receptor interacting serine/threonine kinase 3,Q9Y572,11035,RIPK3
HGNC:496,RIPK4,ENSG00000183421,Light,receptor interacting serine/threonine kinase 4,P57078,54101,ANKRD3
HGNC:10050,RNASEL,ENSG00000135828,Dark,ribonuclease L,Q05823,6041,RNAseL
HGNC:10251,ROCK1,ENSG00000067900,Light,Rho associated coiled-coil containing protein kinase 1,Q13464,6093,ROCK1
HGNC:10252,ROCK2,ENSG00000134318,Light,Rho associated coiled-coil containing protein kinase 2,O75116,9475,ROCK2
HGNC:10256,ROR1,ENSG00000185483,Light,receptor tyrosine kinase like orphan receptor 1,Q01973,4919,ROR1
HGNC:10257,ROR2,ENSG00000169071,Light,receptor tyrosine kinase like orphan receptor 2,Q01974,4920,ROR2
HGNC:10261,ROS1,ENSG00000047936,Light,"ROS proto-oncogene 1, receptor tyrosine kinase",P08922,6098,ROS
HGNC:10430,RPS6KA1,ENSG00000117676,Light,ribosomal protein S6 kinase A1,Q15418,6195,RSK3
HGNC:10431,RPS6KA2,ENSG00000071242,Light,ribosomal protein S6 kinase A2,Q15349,6196,RSK1
HGNC:10432,RPS6KA3,ENSG00000177189,Light,ribosomal protein S6 kinase A3,P51812,6197,RSK2
HGNC:10433,RPS6KA4,ENSG00000162302,Light,ribosomal protein S6 kinase A4,O75676,8986,MSK2
HGNC:10434,RPS6KA5,ENSG00000100784,Light,ribosomal protein S6 kinase A5,O75582,9252,MSK1
HGNC:10435,RPS6KA6,ENSG00000072133,Light,ribosomal protein S6 kinase A6,Q9UK32,27330,RSK4
HGNC:10436,RPS6KB1,ENSG00000108443,Light,ribosomal protein S6 kinase B1,P23443,6198,p70S6K
HGNC:10437,RPS6KB2,ENSG00000175634,Light,ribosomal protein S6 kinase B2,Q9UBS0,6199,p70S6Kb
HGNC:10439,RPS6KC1,ENSG00000136643,Dark,ribosomal protein S6 kinase C1,Q96S38,26750,RSKL1
HGNC:20222,RPS6KL1,ENSG00000198208,Dark,ribosomal protein S6 kinase like 1,Q9Y6S9,83694,RSKL2
HGNC:10481,RYK,ENSG00000163785,Light,receptor-like tyrosine kinase,P34925,6259,RYK
HGNC:17699,SBK1,ENSG00000188322,Dark,SH3 domain binding kinase 1,Q52WX2,388228,SBK
HGNC:34416,SBK2,ENSG00000187550,Dark,SH3 domain binding kinase family member 2,P0C263,646643,SgK069
HGNC:44121,SBK3,ENSG00000231274,Dark,SH3 domain binding kinase family member 3,P0C264,100130827,SgK110
HGNC:14372,SCYL1,ENSG00000142186,Dark,SCY1 like pseudokinase 1,Q96KG9,57410,SCYL1
HGNC:19286,SCYL2,ENSG00000136021,Dark,SCY1 like pseudokinase 2,Q6P3W7,55681,SCYL2
HGNC:19285,SCYL3,ENSG00000000457,Dark,SCY1 like pseudokinase 3,Q8IZE3,57147,SCYL3
HGNC:10810,SGK1,ENSG00000118515,Light,serum/glucocorticoid regulated kinase 1,O00141,6446,SGK1
HGNC:13900,SGK2,ENSG00000101049,Light,"SGK2, serine/threonine kinase 2",Q9HBY8,10110,SGK2
HGNC:10812,SGK3,ENSG00000104205,Light,serum/glucocorticoid regulated kinase family member 3,Q96BR1,23678,SGK3
HGNC:11142,SIK1,ENSG00000142178,Light,salt inducible kinase 1,P57059,150094,SIK
HGNC:52389,SIK1B,ENSG00000275993,Light,salt inducible kinase 1B (putative),,102724428,NA
HGNC:21680,SIK2,ENSG00000170145,Light,salt inducible kinase 2,Q9H0K1,23235,QIK
HGNC:29165,SIK3,ENSG00000160584,Light,SIK family kinase 3,Q9Y2K2,23387,QSK
HGNC:11088,SLK,ENSG00000065613,Light,STE20 like kinase,Q9H2G2,9748,SLK
HGNC:30045,SMG1,ENSG00000157106,Light,"SMG1, nonsense mediated mRNA decay associated PI3K related kinase",Q96Q15,23049,SMG1
HGNC:30598,SNRK,ENSG00000163788,Light,SNF related kinase,Q9NRH2,54861,SNRK
HGNC:16901,SPEG,ENSG00000072195,Light,SPEG complex locus,Q15772,10290,SPEG
HGNC:11283,SRC,ENSG00000197122,Light,"SRC proto-oncogene, non-receptor tyrosine kinase",P12931,6714,SRC
HGNC:11298,SRMS,ENSG00000125508,Light,src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites,Q9H3Y6,6725,SRM
HGNC:11305,SRPK1,ENSG00000096063,Light,SRSF protein kinase 1,Q96SB4,6732,SRPK1
HGNC:11306,SRPK2,ENSG00000135250,Light,SRSF protein kinase 2,P78362,6733,SRPK2
HGNC:11402,SRPK3,ENSG00000184343,Dark,SRSF protein kinase 3,Q9UPE1,26576,MSSK1
HGNC:11406,STK3,ENSG00000104375,Dark,serine/threonine kinase 3,Q13188,6788,MST2
HGNC:11408,STK4,ENSG00000101109,Light,serine/threonine kinase 4,Q13043,6789,MST1
HGNC:11388,STK10,ENSG00000072786,Light,serine/threonine kinase 10,O94804,6793,LOK
HGNC:11389,STK11,ENSG00000118046,Light,serine/threonine kinase 11,Q15831,6794,LKB1
HGNC:11394,STK16,ENSG00000115661,Light,serine/threonine kinase 16,O75716,8576,MPSK1
HGNC:11395,STK17A,ENSG00000164543,Dark,serine/threonine kinase 17a,Q9UEE5,9263,DRAK1
HGNC:11396,STK17B,ENSG00000081320,Dark,serine/threonine kinase 17b,O94768,9262,DRAK2
HGNC:11398,STK19,ENSG00000204344,Dark,serine/threonine kinase 19,P49842,8859,G11
HGNC:11403,STK24,ENSG00000102572,Light,serine/threonine kinase 24,Q9Y6E0,8428,MST3
HGNC:11404,STK25,ENSG00000115694,Light,serine/threonine kinase 25,O00506,10494,YSK1
HGNC:18174,STK26,ENSG00000134602,Light,serine/threonine kinase 26,Q9P289,51765,MST4
HGNC:11407,STK31,ENSG00000196335,Dark,serine/threonine kinase 31,Q9BXU1,56164,SgK396
HGNC:28317,STK32A,ENSG00000169302,Dark,serine/threonine kinase 32A,Q8WU08,202374,YANK1
HGNC:14217,STK32B,ENSG00000152953,Dark,serine/threonine kinase 32B,Q9NY57,55351,YANK2
HGNC:21332,STK32C,ENSG00000165752,Dark,serine/threonine kinase 32C,Q86UX6,282974,YANK3
HGNC:14568,STK33,ENSG00000130413,Dark,serine/threonine kinase 33,Q9BYT3,65975,STK33
HGNC:16254,STK35,ENSG00000125834,Light,serine/threonine kinase 35,Q8TDR2,140901,CLIK1
HGNC:17209,STK36,ENSG00000163482,Dark,serine/threonine kinase 36,Q9NRP7,27148,Fused
HGNC:17847,STK38,ENSG00000112079,Light,serine/threonine kinase 38,Q15208,11329,NDR1
HGNC:17848,STK38L,ENSG00000211455,Dark,serine/threonine kinase 38 like,Q9Y2H1,23012,NDR2
HGNC:17717,STK39,ENSG00000198648,Light,serine/threonine kinase 39,Q9UEW8,27347,STLK3
HGNC:21373,STK40,ENSG00000196182,Dark,serine/threonine kinase 40,Q8N2I9,83931,SgK495
HGNC:28669,STKLD1,ENSG00000198870,Dark,serine/threonine kinase like domain containing 1,Q8NE28,169436,SgK071
HGNC:30172,STRADA,ENSG00000266173,Light,STE20-related kinase adaptor alpha,Q7RTN6,92335,STLK5
HGNC:13205,STRADB,ENSG00000082146,Light,STE20-related kinase adaptor beta,Q9C0K7,55437,STLK6
HGNC:18889,STYK1,ENSG00000060140,Light,serine/threonine/tyrosine kinase 1,Q6J9G0,55359,SuRTK106
HGNC:11491,SYK,ENSG00000165025,Light,spleen associated tyrosine kinase,P43405,6850,SYK
HGNC:11535,TAF1,ENSG00000147133,Light,TATA-box binding protein associated factor 1,P21675,6872,TAF1
HGNC:18056,TAF1L,ENSG00000122728,Light,TATA-box binding protein associated factor 1 like,Q8IZX4,138474,TAF1L
HGNC:29259,TAOK1,ENSG00000160551,Dark,TAO kinase 1,Q7L7X3,57551,TAO1
HGNC:16835,TAOK2,ENSG00000149930,Dark,TAO kinase 2,Q9UL54,9344,TAO2
HGNC:18133,TAOK3,ENSG00000135090,Light,TAO kinase 3,Q9H2K8,51347,TAO3
HGNC:28261,TBCK,ENSG00000145348,Dark,TBC1 domain containing kinase,Q8TEA7,93627,TBCK
HGNC:11584,TBK1,ENSG00000183735,Light,TANK binding kinase 1,Q9UHD2,29110,TBK1
HGNC:17443,TBRG4,ENSG00000136270,Light,transforming growth factor beta regulator 4,Q969Z0,9238,NA
HGNC:11719,TEC,ENSG00000135605,Light,tec protein tyrosine kinase,P42680,7006,TEC
HGNC:11724,TEK,ENSG00000120156,Light,TEK receptor tyrosine kinase,Q02763,7010,TIE2
HGNC:11731,TESK1,ENSG00000107140,Dark,testis associated actin remodelling kinase 1,Q15569,7016,TESK1
HGNC:11732,TESK2,ENSG00000070759,Dark,testis associated actin remodelling kinase 2,Q96S53,10420,TESK2
HGNC:11737,TEX14,ENSG00000121101,Light,"testis expressed 14, intercellular bridge forming factor",Q8IWB6,56155,SgK307
HGNC:11772,TGFBR1,ENSG00000106799,Light,transforming growth factor beta receptor 1,P36897,7046,TGFbR1
HGNC:11773,TGFBR2,ENSG00000163513,Light,transforming growth factor beta receptor 2,P37173,7048,TGFbR2
HGNC:11809,TIE1,ENSG00000066056,Light,tyrosine kinase with immunoglobulin like and EGF like domains 1,P35590,7075,TIE1
HGNC:11841,TLK1,ENSG00000198586,Dark,tousled like kinase 1,Q9UKI8,9874,TLK1
HGNC:11842,TLK2,ENSG00000146872,Dark,tousled like kinase 2,Q86UE8,11011,TLK2
HGNC:30765,TNIK,ENSG00000154310,Light,TRAF2 and NCK interacting kinase,Q9UKE5,23043,TNIK
HGNC:11940,TNK1,ENSG00000174292,Light,tyrosine kinase non receptor 1,Q13470,8711,TNK1
HGNC:19297,TNK2,ENSG00000061938,Light,tyrosine kinase non receptor 2,Q07912,10188,ACK
HGNC:19661,TNNI3K,ENSG00000116783,Light,TNNI3 interacting kinase,Q59H18,51086,HH498
HGNC:16197,TP53RK,ENSG00000172315,Dark,TP53 regulating kinase,Q96S44,112858,PRPK
HGNC:53829,TPTEP2-CSNK1E,ENSG00000283900,Light,TPTEP2-CSNK1E readthrough,,102800317,NA
HGNC:16891,TRIB1,ENSG00000173334,Light,tribbles pseudokinase 1,Q96RU8,10221,Trb1
HGNC:30809,TRIB2,ENSG00000071575,Light,tribbles pseudokinase 2,Q92519,28951,Trb2
HGNC:16228,TRIB3,ENSG00000101255,Light,tribbles pseudokinase 3,Q96RU7,57761,Trb3
HGNC:11812,TRIM24,ENSG00000122779,Light,tripartite motif containing 24,O15164,8805,TIF1a
HGNC:16384,TRIM28,ENSG00000130726,Light,tripartite motif containing 28,Q13263,10155,TIF1b
HGNC:16290,TRIM33,ENSG00000197323,Light,tripartite motif containing 33,Q9UPN9,51592,TIF1g
HGNC:29005,TRIM66,ENSG00000166436,Light,tripartite motif containing 66,O15016,9866,NA
HGNC:12303,TRIO,ENSG00000038382,Light,trio Rho guanine nucleotide exchange factor,O75962,7204,Trio
HGNC:17995,TRPM6,ENSG00000119121,Light,transient receptor potential cation channel subfamily M member 6,Q9BX84,140803,ChaK2
HGNC:17994,TRPM7,ENSG00000092439,Light,transient receptor potential cation channel subfamily M member 7,Q96QT4,54822,ChaK1
HGNC:12347,TRRAP,ENSG00000196367,Light,transformation/transcription domain associated protein,Q9Y4A5,8295,TRRAP
HGNC:14968,TSSK1B,ENSG00000212122,Dark,testis specific serine kinase 1B,Q9BXA7,83942,TSSK1
HGNC:11401,TSSK2,ENSG00000206203,Dark,testis specific serine kinase 2,Q96PF2,23617,TSSK2
HGNC:15473,TSSK3,ENSG00000162526,Dark,testis specific serine kinase 3,Q96PN8,81629,TSSK3
HGNC:19825,TSSK4,ENSG00000139908,Dark,testis specific serine kinase 4,Q6SA08,283629,TSSK4
HGNC:30410,TSSK6,ENSG00000178093,Dark,testis specific serine kinase 6,Q9BXA6,83983,SSTK
HGNC:19140,TTBK1,ENSG00000146216,Dark,tau tubulin kinase 1,Q5TCY1,84630,TTBK1
HGNC:19141,TTBK2,ENSG00000128881,Dark,tau tubulin kinase 2,Q6IQ55,146057,TTBK2
HGNC:12401,TTK,ENSG00000112742,Light,TTK protein kinase,P33981,7272,TTK
HGNC:12403,TTN,ENSG00000155657,Light,titin,Q8WZ42,7273,TTN
HGNC:12434,TXK,ENSG00000074966,Light,TXK tyrosine kinase,P42681,7294,TXK
HGNC:12440,TYK2,ENSG00000105397,Light,tyrosine kinase 2,P29597,7297,TYK2
HGNC:12446,TYRO3,ENSG00000092445,Light,TYRO3 protein tyrosine kinase,Q06418,7301,TYRO3
HGNC:19683,UHMK1,ENSG00000152332,Light,U2AF homology motif kinase 1,Q8TAS1,127933,KIS
HGNC:12558,ULK1,ENSG00000177169,Light,unc-51 like autophagy activating kinase 1,O75385,8408,ULK1
HGNC:13480,ULK2,ENSG00000083290,Light,unc-51 like autophagy activating kinase 2,Q8IYT8,9706,ULK2
HGNC:19703,ULK3,ENSG00000140474,Light,unc-51 like kinase 3,Q6PHR2,25989,ULK3
HGNC:15784,ULK4,ENSG00000168038,Dark,unc-51 like kinase 4,Q96C45,54986,ULK4
HGNC:12718,VRK1,ENSG00000100749,Light,vaccinia related kinase 1,Q99986,7443,VRK1
HGNC:12719,VRK2,ENSG00000028116,Dark,vaccinia related kinase 2,Q86Y07,7444,VRK2
HGNC:18996,VRK3,ENSG00000105053,Dark,vaccinia related kinase 3,Q8IV63,51231,VRK3
HGNC:12761,WEE1,ENSG00000166483,Light,WEE1 G2 checkpoint kinase,P30291,7465,Wee1
HGNC:19684,WEE2,ENSG00000214102,Dark,WEE1 homolog 2,P0C1S8,494551,Wee1B
HGNC:48669,WEE2-AS1,ENSG00000228775,Light,WEE2 antisense RNA 1,,285962,NA
HGNC:14540,WNK1,ENSG00000060237,Light,WNK lysine deficient protein kinase 1,Q9H4A3,65125,Wnk1
HGNC:14542,WNK2,ENSG00000165238,Dark,WNK lysine deficient protein kinase 2,Q9Y3S1,65268,Wnk2
HGNC:14543,WNK3,ENSG00000196632,Dark,WNK lysine deficient protein kinase 3,Q9BYP7,65267,Wnk3
HGNC:14544,WNK4,ENSG00000126562,Light,WNK lysine deficient protein kinase 4,Q96J92,65266,Wnk4
HGNC:12841,YES1,ENSG00000176105,Light,"YES proto-oncogene 1, Src family tyrosine kinase",P07947,7525,YES
HGNC:12858,ZAP70,ENSG00000115085,Light,zeta chain of T cell receptor associated protein kinase 70,P43403,7535,ZAP70
